area	reference_surface	qt_surface	status	acceptance_evidence
TOOLS	Views/LinkStatsWindow.axaml;ViewModels/LinkStatsViewModel.cs	src/ui/LinkStatsWindow.*;src/ui/LinkStatsSampleSource.cpp;src/ui/MissionPlannerToolsMenu.*;src/ui/MainWindow.*;tests/test_linkstatswindow.cpp;tests/test_missionplannertoolsmenu.cpp	in-progress	The exact MP10 TOOLS inventory routes Link Statistics to a fresh 300x250 modeless window on every invocation. It re-resolves the exact target's physical link per refresh, shows rolling receive/transmit byte rates, per-link MAVLink packet/loss/quality counters, elapsed time and explicit connected/disconnected/no-current-link state. Unit lifecycle/format/timer tests and real-X11 DATA/SETUP/open/shutdown evidence pass; Qt rates use the existing rolling window rather than MP10's one-second byte bucket, and native Windows/macOS plus reference screenshot evidence remain
TOOLS	Views/MAVLinkInspectorView.axaml	src/ui/QGCMAVLinkInspector.*;src/ui/MAVLinkInspectorWindow.*;src/ui/MAVLinkInspectorMessageRelay.*;src/ui/QGCMAVLinkLogPlayer.*;src/comm/TLogReplayLink.*;src/ui/MainWindow.*;tests/test_mavlinkinspectorwindow.cpp	in-progress	The inspector decodes live messages inside a new explicit modeless top-level MAVLinkInspectorWindow on every invocation. Replay delivery now multicasts through guarded GUI-thread subscribers rather than one raw singleton pointer; unit tests cover independent ownership/close and reentrant destruction, while real-X11 evidence verifies two simultaneous windows, closing one and clean main-window shutdown with the other open. It is routed from the exact 24-entry MP10 TOOLS menu independently of the current view; endpoint filtering, full MP10 graph behavior, modern dialect coverage and reference screenshot evidence remain
TOOLS	Views/MavlinkLogWindow.axaml;ViewModels/MavlinkLogConvertViewModel.cs;Services/TlogExportService.cs	src/ui/MavlinkLogWindow.*;src/comm/TlogReader.*;src/comm/TlogExportService.*;src/ui/QGCMAVLinkLogPlayer.*;src/comm/TLogReplayLink.*;src/ui/MissionPlannerToolsMenu.*;src/ui/MainWindow.*;tests/test_tlogreader.cpp;tests/test_tlogexportservice.cpp;tests/test_mavlinklogwindow.cpp	in-progress	The exact TOOLS route opens a new 460x340 modeless Tlog Convert window from every main view. A private-buffer streaming reader handles timestamped MAVLink 1/2 records, bounded corruption resync and cancellation; atomic exports provide valid KML/GPX tracks, decoded CSV/text, latest correctly typed parameters and complete deduplicated per-endpoint QGC WPL mission snapshots after an explicit sensitive-data confirmation whose default is Cancel. The existing replay player retains load, speed, seek and pause. Unit and real-X11 open/shutdown evidence pass; Matlab remains visibly disabled pending a verified MAT-file writer, while native Windows/macOS, large real-log and reference screenshot evidence remain
TOOLS	Views/LogDownloadWindow.axaml	src/uas/LogDownloadDialog.*;src/ui/MissionPlannerToolsMenu.*;src/ui/MainWindow.*	partial	The MP10 TOOLS route opens a visible modeless DataFlash list/download/erase window from every main view; normal close lifecycle and vehicle switching now cancel and clear stale transfer state, and a missing vehicle is explicit. Existing selected/all download, cancellation and export behavior remains legacy-active-UAS based; exact-target isolation, transfer tests, native platforms and reference screenshot evidence remain
TOOLS	Views/SftpLogDownloadWindow.axaml		not-started	SFTP discovery, listing, download, cancellation and cleanup match
TOOLS	Views/LogBrowseView.axaml	src/ui/Loghandling/LogAnalysis.*;src/ui/Loghandling/LogAnalysisMap.*;src/ui/map/AbstractMapWidget.*;src/ui/map/MapWidgetFactory.*	partial	BIN/log browse, graphs, messages, parameters and export are integrated; the map uses the selected shared-cache backend in passive/offline mode with a fresh role-specific viewport namespace, safe repeated-log trail replacement and heading-optional cursor playback; broader MP10 analysis/report parity remains
TOOLS	Views/LogIndexWindow.axaml		not-started	Directory index, metadata, map preview, search and cancellation match
TOOLS	Views/OfflineMagFitWindow.axaml		not-started	Offline compass fitting, quality/results and parameter export match
TOOLS	Views/GeoRefView.axaml		not-started	Photo/video georeference inputs, offsets, interpolation, output and cancellation match
TOOLS	Views/Terrain3DView.axaml	src/ui/map3D/Pixhawk3DWidget.*	partial	Cross-platform terrain, vehicle/camera path, map texture and controls match
TOOLS	Views/TerrainMakerWindow.axaml		not-started	Terrain tile generation, estimates, bounds, progress and validation match
TOOLS	Views/FollowMeView.axaml		not-started	NMEA source, target filtering, guided updates, status and safe stop match
TOOLS	Views/ExternalGuidedView.axaml		not-started	File-driven guided input, parsing, target and safe stop match
TOOLS	Views/MovingBaseView.axaml		not-started	NMEA moving-base input, offsets, target and live state match
TOOLS	Views/FormationControlWindow.axaml		not-started	Formation layout, target assignment, commands and safety match
TOOLS	Views/SwarmFollowPathWindow.axaml		not-started	Follow-path swarm workflow and safety match
TOOLS	Views/SwarmFollowLeaderWindow.axaml		not-started	Follow-leader offsets, target locking and safety match
TOOLS	Views/SwarmWaypointLeaderWindow.axaml		not-started	Waypoint-leader distribution and safety match
TOOLS	Views/SwarmSequenceWindow.axaml		not-started	Sequence layout editor, preview and persistence match
TOOLS	Views/SerialOutputNMEAView.axaml	src/ui/SerialOutputNMEAWindow.*;src/ui/SerialOutputNMEAWindowIntegration.cpp;src/ui/SerialOutputNMEAViewModel.*;src/comm/NmeaOutputService.*;src/comm/NmeaSentenceBuilder.*;src/comm/MavlinkMirrorOutput.*;src/ui/MissionPlannerToolsMenu.*;src/ui/MainWindow.*;tests/test_nmeasentencebuilder.cpp;tests/test_nmeaoutputservice.cpp;tests/test_serialoutputnmeawindow.cpp	in-progress	TOOLS and SETUP Advanced open fresh 480x400 modeless windows with the MP10 port/baud/rate/Connect/status/last-sentence surface. Exact endpoint-filtered live telemetry emits checksummed GGA/GLL/HDG/VTG/RMC cycles through bounded Serial 8N1, newest-client TCP Host or learned-peer UDP Host outputs on 14551; unit coverage and real-X11 live-link/TCP/checksum/independent-window/clean-exit evidence pass, while physical serial/UDP peers, reference screenshots and native Windows/macOS remain
TOOLS	Views/SerialOutputCotView.axaml	src/ui/SerialOutputCotWindow.*;src/ui/SerialOutputCotWindowIntegration.cpp;src/ui/SerialOutputCotViewModel.*;src/ui/CotIdentityModel.*;src/comm/CotOutputService.*;src/comm/CotOutputTransport.*;src/comm/CotEventSerializer.*;src/ui/MissionPlannerToolsMenu.*;src/ui/MainWindow.*;tests/test_coteventserializer.cpp;tests/test_cotidentitymodel.cpp;tests/test_cotoutputtransport.cpp;tests/test_cotoutputservice.cpp;tests/test_serialoutputcotwindow.cpp	in-progress	TOOLS and SETUP Advanced open independent 720x820 modeless CoT windows with the MP10 endpoint, interval, event, identity-grid, status and preview surface. All six Serial/TAK multicast/UDP client-host/TCP client-host transports are event-driven and bounded; TCP Host broadcasts to every bounded client and UDP Host follows the newest sender. One selected physical link is pinned while every exact MAVLink endpoint on it emits canonical-SI CoT XML after its first position message; identity rows preserve MP10 JSON cells and resolve first exact sysid matches. Serializer/transport/service/window tests, the 110-test suite and real-X11 live-link/two-client fan-out/independent-window/clean-exit evidence pass; physical serial/UDP, reference screenshots and native Windows/macOS remain
TOOLS	Views/MavlinkSerialTcpBridgeView.axaml		not-started	Serial/TCP bridge configuration, status, accounting and stop behavior match
TOOLS	Views/SerialPassThroughView.axaml	src/ui/SerialPassThroughWindow.*;src/ui/SerialPassThroughViewModel.*;src/comm/MavlinkMirrorService.*;src/comm/MavlinkMirrorOutput.*;src/comm/MAVLinkProtocol.*;src/comm/LinkManager.*;tests/test_serialpassthroughwindow.cpp;tests/test_mavlinkmirrorservice.cpp;tests/test_mavlinkmirroroutput.cpp	in-progress	The modeless 480x380 Mavlink Mirror window reproduces the MP10 port/baud/write-back/Start-Stop/status/counter surface. Complete framed inbound MAVLink 1/2 packets from one pinned physical link are forwarded through bounded Serial 8N1, TCP host or guarded shared UDP-host outputs; peer bytes are always drained and optionally written back raw. Unit coverage and real-X11 live-link/TCP forwarding, exact raw write-back, accounting, disconnect, independent-window and clean-exit evidence pass; physical serial/UDP peers and Windows/macOS remain before strict completion.
TOOLS	Views/OsdVideoOverlayWindow.axaml		not-started	Video source, telemetry overlay, recording and resource lifecycle match
TOOLS	Views/MicrodroneDownlinkView.axaml		not-started	Microdrone downlink transport, decode and diagnostics match
TOOLS	Views/DeviceOperationsView.axaml	src/comm/DeviceOperationService.*;src/ui/DeviceOperationsViewModel.*;src/ui/DeviceOperationsWindow.*;src/ui/DeviceOperationsWindowIntegration.cpp;src/ui/MissionPlannerToolsMenu.*;src/ui/MainWindow.*;src/ui/configuration/ConfigDeveloperToolsView.*;tests/test_deviceoperationservice.cpp;tests/test_deviceoperationswindow.cpp;tests/test_missionplannertoolsmenu.cpp;tests/test_configdevelopertoolsview.cpp	in-progress	TOOLS, Ctrl+J and SETUP Developer Tools open fresh independent 760x520 modeless windows with the MP10 fields/defaults, SPI/I2C controls, progress, confirmation and addressed hex output. DEVICE_OP_READ/WRITE uses one exact generation-checked physical link, MAVLink 2, process-unique request IDs and exact link/source/type/request correlation; timeouts, malformed replies, target/link loss, reentrancy and destruction are covered. The ICM20948 write/read test is fail-closed on unknown/armed state and only permits the exact bound endpoint. The 112-test suite and real-X11 three-route/independent-window/clean-exit evidence pass; live DEVICE_OP hardware, reference screenshots and native Windows/macOS remain
TOOLS	Views/PluginManagerWindow.axaml	src/qml/ApmQmlApi.*;src/qml/QmlPluginManager.*;src/qml/QmlPluginManifest.*;src/qml/QmlPluginContext.*;src/ui/configuration/QmlPluginManagerView.*;src/ui/configuration/SetupView.cpp;src/comm/VehicleCommandService.*;src/comm/ParameterService.*;src/core/parameters/ParameterStore.*;src/uas/UASInterface.h;docs/porting/QML_PLUGINS.md;tests/test_qmlpluginmanager.cpp;tests/test_qmlpluginmanifest.cpp;tests/test_parameterservice.cpp	in-progress	Legacy binary QGC plugin loading and its empty host were removed; replacement uses trusted in-process QML plugins, one shared engine, a minimal apiMajor manifest and direct documented core access without a sandbox. Raw activeVehicle telemetry, exact identity/arming/mode snapshots, exact target selection, exact current-target command send/ACK, serialized parameter single/batch write lifecycles plus committed-cache access, and a runtime DATA action callback registry have QML/meta-object/null/lifecycle tests. The new Advanced manager page lists manifest metadata and diagnostics, opens plugins/user folder and reloads discovery while rebuilding Tools actions; broader documented core API, reference screenshot and native-package evidence remain
TOOLS	Views/TranslationEditorWindow.axaml		not-started	RESX catalogue, culture load/edit/import/export and validation match
TOOLS	Views/TrackerHomeModuleWindow.axaml		not-started	Tracker home-module input/output and status match
SIMULATION	Views/SimulationView.axaml	src/ui/QGCHilConfiguration.*;src/comm/QGCJSBSimLink.*;src/comm/QGCFlightGearLink.*	partial	SITL vehicle/frame/version/location launch, console, process ownership and stop match
HELP	Views/HelpView.axaml	src/ui/AboutDialog.*;src/ui/QGCWelcomeWidget.*	partial	Version, support, links, update state, credits and licenses match
